age,sex,autonomy_freedom,autonomy_interesting,autonomy_options,competence_matched,competence_capable,competence_competent,related_important,related_fulfilling,related_not_close,enjoyment_fun,enjoyment_attention,enjoymen_boring,enjoyment_enjoyed,extrinsic_avoid,extrinsic_forget,extrinsic_compelled,extrinsic_escape,spane_acnh_positive,spane_acnh_negative,spane_acnh_good,spane_acnh_bad,spane_acnh_pleasant,spane_acnh_unpleasant,spane_acnh_happy,spane_acnh_sad,spane_acnh_afraid,spane_acnh_joyful,spane_acnh_angry,spane_acnh_contented,Hours,happiness_value
23,2,6,4,5,4,5,7,2,3,4,6,1,3,6,2,5,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1.43,0.0
36,1,7,7,7,7,7,7,5,5,2,7,1,1,7,3,4,5,5,7,1,7,1,7,1,5,1,1,6,1,7,2.03,5.5
21,2,5,6,7,5,6,7,5,4,4,7,2,2,6,4,3,5,5,6,3,5,2,5,3,7,2,1,7,1,7,2.35,4.17
32,1,6,6,5,6,7,7,5,5,2,7,1,1,7,5,7,1,7,7,1,7,1,4,1,7,1,1,7,1,7,1.09,5.5
41,1,5,7,7,7,6,6,4,5,5,7,1,1,7,6,3,7,6,7,2,7,1,7,2,7,1,1,6,3,7,2.46,5.17
32,2,6,5,5,5,6,6,5,5,7,6,1,2,6,1,1,1,1,5,2,5,2,4,2,5,1,2,5,2,4,2.66,2.83
28,1,7,7,5,5,6,4,5,4,4,7,4,4,7,5,7,4,7,6,2,6,2,5,2,6,2,1,6,1,7,2.03,4.33
33,2,5,3,3,2,3,6,3,4,4,5,5,5,4,2,6,2,5,4,3,4,2,5,3,4,2,1,2,4,4,1.02,1.33
31,2,6,6,6,7,7,7,6,6,1,7,1,1,7,4,7,4,6,7,1,7,1,7,1,7,1,1,7,1,1,2.12,5.0
35,2,6,5,5,6,6,4,5,5,3,6,3,1,5,2,2,4,5,6,2,6,1,6,1,6,2,1,6,1,5,1.17,4.5
21,1,6,5,5,4,6,6,5,5,3,7,3,3,6,1,6,5,6,6,1,5,1,6,2,6,2,1,6,2,6,1.86,4.33
25,2,7,6,5,6,7,7,5,5,2,7,2,2,7,5,7,4,7,6,1,6,2,6,2,7,1,2,6,2,7,1.67,4.67
23,2,6,7,6,5,6,6,7,6,1,7,1,1,6,2,5,2,5,6,1,6,1,6,1,6,1,1,5,4,5,1.36,4.17
19,1,7,6,6,7,6,5,7,7,3,7,2,1,6,4,6,5,6,6,2,6,2,6,2,7,1,1,6,1,6,3.77,4.67
21,1,5,5,5,3,5,7,5,5,2,6,2,2,6,3,2,5,2,5,1,6,1,6,2,5,1,1,5,1,6,2.61,4.33
29,1,7,5,6,6,6,7,5,5,2,7,1,1,7,1,1,6,1,7,1,7,1,7,1,7,1,1,7,1,7,2.18,6.0
36,1,6,6,6,6,7,7,7,7,1,7,2,3,7,3,7,7,7,7,1,7,1,7,1,7,1,1,7,1,7,2.32,6.0
24,2,5,3,5,4,6,6,3,4,3,6,5,3,5,2,2,5,4,4,2,5,1,5,2,5,1,1,5,2,4,1.23,3.17
28,1,5,6,6,6,6,6,5,5,4,7,1,1,7,1,5,1,4,6,2,6,1,6,3,6,1,1,6,1,6,1.51,4.5
39,1,6,6,4,7,6,6,6,6,4,6,2,2,6,3,2,2,5,6,1,6,2,6,2,6,2,1,6,1,6,2.03,4.5
27,2,7,3,7,4,4,4,5,5,2,7,4,2,6,4,6,5,5,7,1,6,1,6,1,6,1,1,6,1,6,1.32,5.17
34,1,6,6,6,7,7,7,5,5,1,7,3,2,6,1,5,2,5,7,1,7,1,7,2,7,2,2,5,1,5,2.12,4.83
51,2,5,5,5,5,3,3,6,3,5,5,2,2,5,2,5,3,6,3,3,3,3,4,1,3,4,1,2,1,2,1.76,0.67
37,2,4,5,5,2,4,6,6,5,1,6,2,1,6,2,2,2,6,6,1,6,1,6,1,6,1,1,6,1,6,1.49,5.0
31,1,5,5,5,5,5,5,5,5,2,7,1,1,6,2,6,4,6,6,2,6,2,6,2,6,2,2,6,2,6,2.03,4.0
68,1,6,7,7,7,7,7,6,5,2,7,2,1,7,6,7,7,7,6,2,7,1,6,1,7,1,1,4,1,6,3.88,4.83
18,2,7,5,7,5,6,1,5,5,2,6,2,4,6,1,6,5,7,5,2,5,7,6,3,6,3,1,7,4,5,1.67,2.33
28,2,7,6,5,4,6,7,5,4,3,7,3,2,6,6,5,2,6,6,2,7,2,6,2,7,1,1,6,1,6,1.67,4.83
29,1,6,5,5,7,6,7,4,5,3,6,2,2,5,1,5,5,5,4,1,4,1,5,1,3,1,1,3,1,6,1.7,3.17
40,1,7,5,5,5,4,7,7,7,2,7,1,2,7,1,2,6,6,6,1,5,1,6,1,5,1,1,4,1,4,2.38,4.0
56,1,7,7,7,7,7,7,7,7,4,7,1,1,7,1,5,1,4,6,1,6,1,6,1,6,1,1,6,1,6,2.89,5.0
28,1,3,3,3,1,4,5,7,2,1,6,2,1,7,1,1,2,7,6,1,6,1,7,1,7,1,1,5,1,7,1.65,5.33
29,2,6,6,6,6,6,7,5,6,1,7,2,2,7,5,5,5,6,5,1,5,1,6,1,6,1,1,6,2,7,1.67,4.67
33,1,5,5,5,6,6,7,4,4,4,6,3,3,5,2,2,2,1,4,2,4,2,4,2,4,2,1,2,1,4,1.22,2.0
35,2,6,6,6,6,6,6,4,4,5,6,2,2,6,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,6,1.43,0.83
21,2,7,6,4,7,7,7,6,4,4,5,3,2,6,1,7,2,6,7,2,7,2,7,1,6,1,1,6,1,7,1.67,5.33
36,1,5,5,5,5,4,5,6,6,3,5,3,2,5,6,5,5,6,6,4,6,3,5,2,5,4,1,5,2,6,1.2,2.83
24,2,5,6,5,6,6,6,7,5,4,7,5,2,7,5,7,7,7,6,4,6,3,5,4,6,3,2,6,3,7,1.48,2.83
32,1,5,5,4,3,5,6,5,5,3,7,3,2,6,2,5,4,6,5,2,5,2,7,2,6,3,1,6,1,7,1.06,4.17
33,1,7,7,7,7,7,7,6,5,5,7,1,1,7,2,7,1,6,7,1,6,1,7,1,7,1,1,7,1,7,2.03,5.83
31,2,7,6,6,5,6,6,7,7,1,6,2,1,6,1,3,5,6,6,4,5,4,5,1,5,2,1,5,2,6,1.67,3.0
35,2,5,5,5,4,4,7,5,5,2,7,2,3,6,1,4,4,2,7,2,5,1,5,2,6,1,1,5,1,5,1.41,4.17
41,1,7,7,7,7,7,7,5,5,2,7,2,1,7,4,4,7,7,6,1,6,1,6,1,6,1,1,6,1,7,2.38,5.17
18,1,6,6,6,5,5,5,5,5,3,5,5,2,5,2,1,3,1,3,2,3,2,3,2,3,2,2,3,2,3,1.85,1.0
38,1,7,6,7,7,7,7,5,5,2,7,1,1,6,1,6,6,7,7,1,6,1,6,1,6,1,1,6,1,7,2.03,5.33
25,1,6,5,5,4,6,7,3,2,5,7,2,4,6,2,6,5,6,7,2,7,1,7,1,7,1,1,6,1,7,2.82,5.67
48,1,7,6,7,7,7,7,6,6,1,7,2,1,7,5,7,5,7,7,1,7,1,6,1,7,1,1,6,2,7,2.89,5.5
34,2,5,3,3,6,7,7,5,5,3,5,5,5,5,1,1,5,2,4,4,4,4,4,4,4,4,1,4,1,4,1.24,1.0
52,2,5,6,6,6,6,6,5,5,2,7,1,1,7,1,5,2,5,7,1,7,1,7,1,7,3,3,7,4,7,1.24,4.83
19,1,6,6,6,5,7,7,5,5,3,7,5,3,7,3,6,4,7,6,2,5,2,5,2,6,2,2,6,1,5,1.72,3.67
51,1,6,5,6,6,6,4,5,5,3,6,5,4,6,2,2,2,4,3,2,4,2,4,2,3,2,1,3,1,4,1.38,1.83
41,2,4,4,5,4,5,5,4,4,5,6,5,3,4,3,2,5,5,4,2,4,1,5,2,4,1,1,3,1,3,1.43,2.5
24,1,6,3,5,6,6,7,5,5,3,6,2,2,6,6,6,6,6,5,3,5,2,6,1,6,3,2,4,2,4,2.31,2.83
74,1,7,7,7,7,7,7,5,5,2,7,1,1,7,1,1,1,1,7,1,7,1,7,1,7,1,1,4,1,7,4.25,5.5
18,1,4,5,6,6,4,7,5,5,2,7,2,1,7,1,5,4,5,6,2,5,2,6,1,5,1,1,3,1,5,1.17,3.67
18,2,6,4,6,7,6,7,4,4,4,6,2,2,6,2,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1.43,0.0
35,2,5,5,6,4,7,7,4,4,2,7,1,1,6,2,1,5,5,5,1,5,1,5,1,5,1,1,5,1,6,1.94,4.17
23,1,5,5,5,6,4,4,5,5,2,7,2,1,6,6,6,6,7,6,2,6,2,7,2,7,3,7,6,2,4,1.1,3.0
20,1,2,5,6,6,6,6,5,5,3,6,3,5,6,2,2,6,2,4,3,4,3,5,3,4,3,1,4,2,5,1.36,1.83
39,1,7,7,7,7,7,7,5,5,2,7,1,1,7,2,7,7,7,4,1,4,1,4,1,4,1,1,4,1,4,1.39,3.0
18,1,6,5,6,5,4,2,5,4,4,6,3,3,5,4,4,4,3,4,2,5,5,3,4,4,4,3,4,3,3,1.18,0.33
29,2,7,6,6,6,6,6,6,6,2,7,2,1,6,4,6,2,5,6,2,6,1,5,2,5,2,2,5,1,5,1.33,3.67
22,1,6,6,6,6,6,6,4,4,3,7,2,2,6,1,2,2,2,6,1,6,1,6,1,6,1,1,6,1,6,1.85,5.0
46,1,6,3,4,6,5,6,2,2,6,3,5,2,5,5,6,3,6,4,2,4,1,4,2,5,2,1,4,1,3,2.46,2.5
25,1,6,5,5,4,7,7,5,5,2,7,1,1,7,1,1,4,2,3,1,3,1,4,1,6,1,1,6,3,6,1.33,3.33
20,2,6,6,5,5,4,6,5,5,3,5,3,4,6,3,4,3,5,6,3,6,2,5,2,6,4,2,6,3,6,1.17,3.17
19,1,6,5,6,6,6,7,7,7,2,7,4,2,6,2,5,5,6,6,1,5,1,6,3,6,1,1,6,3,5,1.81,4.0
25,1,4,5,5,6,5,5,4,4,2,6,5,5,5,3,4,4,5,4,2,4,1,5,3,5,2,1,4,1,5,1.24,2.83
45,1,7,3,4,4,5,6,4,4,4,6,2,2,6,1,4,5,1,5,1,6,1,6,1,6,1,1,6,1,6,2.46,4.83
23,2,5,3,6,6,5,7,5,5,2,6,2,3,6,5,4,5,4,4,2,4,2,5,2,3,1,1,3,2,6,1.94,2.5
29,2,6,4,5,7,6,6,5,4,2,7,3,2,7,4,5,5,4,5,4,6,2,4,1,4,1,1,2,2,7,1.67,2.83
33,1,7,7,7,7,7,7,7,7,1,7,1,1,7,7,7,7,7,7,2,7,2,7,2,7,3,3,7,3,7,2.03,4.5
29,2,6,5,5,6,6,7,6,6,2,7,3,2,6,4,3,6,4,6,2,7,1,6,1,7,1,1,6,2,7,1.67,5.17
33,1,7,6,6,7,7,7,5,5,3,7,5,2,7,1,5,5,5,4,1,6,1,7,1,5,3,1,6,2,5,1.88,4.0
19,2,5,5,5,7,7,7,5,5,2,7,2,1,7,4,7,4,7,7,1,7,1,7,1,7,1,1,7,1,1,1.43,5.0
18,2,4,6,7,7,7,7,7,7,3,7,3,2,6,1,1,6,5,6,1,6,1,6,1,6,1,1,6,2,6,1.55,4.83
33,1,6,6,5,6,6,6,6,6,3,6,2,2,6,2,2,6,2,6,2,6,2,6,2,6,2,1,6,2,6,1.87,4.17
34,1,4,2,5,4,7,7,5,5,3,5,6,4,4,1,2,2,3,6,2,5,2,6,2,6,1,1,6,1,7,1.12,4.5
35,2,7,6,6,6,7,5,5,6,3,7,2,2,6,4,4,6,6,6,2,7,1,5,2,6,1,1,6,1,3,1.67,4.17
25,1,7,7,7,7,7,7,5,5,2,7,2,1,7,4,4,5,2,7,1,7,1,7,1,7,1,1,7,1,7,1.81,6.0
28,3,6,5,7,7,7,6,5,5,3,5,6,2,7,5,7,5,7,7,2,6,2,6,2,7,2,1,7,1,6,1.12,4.83
28,2,7,5,5,3,7,7,6,6,2,6,2,2,5,1,4,5,5,6,2,5,1,5,1,7,1,1,7,2,6,1.09,4.67
22,1,6,3,4,4,7,7,7,7,2,6,2,2,6,2,2,5,6,6,2,6,2,6,2,6,1,1,6,1,6,1.86,4.5
29,2,7,7,6,4,5,6,7,7,1,7,1,1,7,5,6,4,5,7,1,6,2,6,3,6,3,3,5,1,7,1.17,4.0
20,1,6,7,7,7,7,7,7,6,1,7,1,1,7,4,5,5,6,6,2,5,1,6,1,7,2,1,6,1,7,2.03,4.83
26,1,6,7,7,7,7,7,7,7,2,7,1,1,7,5,7,1,7,7,1,7,1,7,1,7,1,1,7,1,7,1.49,6.0
34,1,6,6,6,6,6,7,5,5,3,7,2,1,6,5,7,5,6,6,3,6,4,6,3,6,3,3,6,4,6,3.6,2.67
23,1,6,5,6,7,5,5,4,5,2,7,5,3,7,2,5,4,5,6,1,6,1,7,1,7,1,1,7,1,7,1.85,5.67
23,3,6,4,5,7,7,7,7,7,1,7,5,4,7,3,6,1,7,6,1,6,1,6,1,5,2,1,4,1,6,1.28,4.33
30,2,5,5,6,5,5,6,5,5,3,6,4,4,6,2,3,5,4,5,2,5,2,7,3,5,1,1,4,1,5,1.13,3.5
38,1,7,6,7,7,7,7,6,6,2,7,1,1,7,1,4,1,4,6,1,6,1,6,1,6,1,1,4,1,6,2.27,4.67
24,2,7,6,6,7,5,5,5,5,3,7,5,2,6,1,5,4,6,6,1,6,1,7,2,6,4,1,4,1,7,1.1,4.33
28,1,5,6,6,6,6,7,5,4,3,7,1,1,6,1,4,4,6,5,2,5,2,5,2,5,1,1,5,1,4,1.02,3.33
44,1,6,6,6,7,7,7,5,6,1,7,1,1,7,5,5,6,6,5,3,5,3,5,3,4,2,3,3,3,6,2.82,1.83
52,2,6,6,6,6,6,5,4,4,3,6,3,2,6,3,5,5,5,5,2,6,1,6,2,6,2,1,5,1,6,1.63,4.17
18,1,7,6,7,7,7,7,5,5,3,7,7,1,7,5,1,5,1,4,1,4,1,4,1,4,1,1,4,1,4,1.81,3.0
49,1,7,7,7,7,7,7,7,7,2,7,1,1,7,2,2,3,5,7,2,7,2,6,2,7,2,1,7,1,7,2.89,5.17
37,2,5,5,5,3,7,6,5,5,3,6,5,3,5,2,6,1,6,5,1,5,1,5,1,5,2,2,5,1,5,1.57,3.67
28,1,6,5,4,4,6,6,4,4,4,6,2,2,6,2,4,5,4,4,2,3,2,3,2,4,2,1,2,2,3,1.85,1.33
18,2,6,6,6,6,6,6,5,5,2,6,2,2,6,4,4,4,4,5,1,5,1,5,1,5,1,1,5,1,4,1.67,3.83
26,2,7,7,7,5,5,4,6,6,1,7,1,1,7,7,7,7,7,7,1,5,1,6,2,7,1,1,7,1,7,1.17,5.33
22,1,7,6,7,7,6,7,5,5,2,7,2,1,7,5,6,7,7,7,1,7,1,7,1,7,1,2,7,1,5,1.81,5.5
18,2,7,7,7,7,7,7,5,5,3,7,1,1,7,5,7,5,6,7,3,6,2,7,1,7,1,1,7,3,7,1.4,5.0
38,2,6,6,6,5,7,7,6,7,1,7,2,2,7,4,7,7,7,6,2,6,2,6,2,6,3,1,6,4,7,1.67,3.83
35,2,5,3,5,4,6,7,5,5,3,7,3,2,7,1,5,6,6,3,1,4,1,3,1,4,1,1,4,1,5,1.33,2.83
30,2,6,5,6,7,6,6,4,5,4,7,2,2,6,7,7,7,7,5,4,5,1,5,4,6,3,1,5,1,6,1.24,3.0
21,1,3,5,5,6,6,6,5,5,5,7,3,2,7,2,6,5,6,6,2,7,2,6,2,5,1,2,5,1,7,1.33,4.33
29,1,5,6,5,6,4,5,5,5,3,7,3,2,7,2,2,5,5,5,2,5,2,6,2,4,2,1,4,1,5,2.03,3.17
24,2,6,5,6,7,7,6,7,7,4,7,5,2,7,5,6,6,6,6,2,6,2,6,1,6,1,1,6,2,6,1.58,4.5
22,2,5,3,5,5,6,6,5,5,3,5,5,3,4,5,5,5,5,6,3,4,1,6,2,6,1,1,4,1,4,1.1,3.5
26,2,2,6,7,5,5,5,5,5,7,7,6,1,7,3,6,4,6,7,2,5,3,5,3,5,1,1,4,5,3,1.52,2.33
35,2,6,7,6,7,7,7,6,4,7,7,3,2,6,2,5,6,4,6,2,7,1,5,2,5,1,3,6,1,6,2.85,4.17
37,2,7,7,7,7,7,7,7,7,1,7,1,1,7,7,7,7,7,7,7,7,1,7,1,7,1,1,7,1,7,1.27,5.0
32,2,5,6,6,6,7,7,7,6,2,7,3,1,7,5,5,6,5,6,2,6,2,6,2,6,2,2,6,2,7,1.67,4.17
40,2,6,4,4,3,7,7,5,5,2,6,2,2,6,1,1,5,1,4,1,4,1,3,1,2,1,1,1,1,2,1.23,1.67
32,1,6,5,6,7,7,7,7,7,1,7,1,1,7,7,7,4,6,7,1,7,1,5,2,6,2,1,7,1,7,2.03,5.17
52,1,6,6,5,4,7,7,7,7,1,7,3,1,6,3,2,4,3,6,1,6,1,5,2,6,1,1,6,1,6,2.89,4.67
29,1,6,5,5,6,5,7,6,5,2,7,2,2,7,7,5,6,3,6,4,4,4,5,4,4,5,4,4,3,3,2.03,0.33
20,1,6,4,6,7,6,6,5,5,3,6,4,3,5,1,5,1,6,4,1,4,2,4,1,4,1,1,4,1,4,1.18,2.83
20,1,5,5,6,6,6,6,5,5,2,7,2,2,7,3,5,5,5,5,2,5,2,5,2,5,2,2,5,2,5,1.42,3.0
30,2,6,6,6,6,6,6,5,5,2,7,1,1,7,2,6,3,3,6,2,5,3,7,3,6,2,2,6,4,5,1.67,3.17
26,2,4,5,4,5,6,7,5,5,2,7,1,1,6,2,2,2,5,5,2,5,1,5,3,6,1,1,5,1,4,1.67,3.5
34,1,6,7,6,6,6,6,7,7,4,7,1,1,7,4,5,5,5,7,4,6,3,4,3,5,3,3,4,2,5,1.01,2.17
26,1,5,6,6,6,6,6,6,6,2,7,2,2,7,4,4,2,4,6,1,6,1,6,1,6,1,1,6,1,6,2.03,5.0
36,2,4,3,3,2,3,4,2,2,7,4,4,5,4,6,4,4,6,4,3,3,2,5,2,3,3,4,4,4,3,1.43,0.67
29,1,6,5,5,7,6,6,5,5,3,6,5,4,6,3,6,5,6,4,4,3,2,3,2,3,4,2,3,2,3,1.83,0.5
29,1,5,3,5,5,5,7,6,6,2,6,3,1,7,6,5,6,4,5,2,6,2,7,1,6,2,1,7,1,5,1.75,4.5
21,2,6,3,6,7,6,7,6,5,4,6,3,5,6,2,6,6,3,4,1,3,1,4,2,5,2,1,3,2,5,2.09,2.5
63,1,4,4,4,4,4,4,4,4,4,6,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.42,0.0
24,1,4,3,5,4,7,7,4,4,4,6,3,3,6,2,5,4,5,6,3,5,3,7,1,5,3,1,6,3,7,1.85,3.67
33,4,5,3,4,3,3,4,2,3,5,5,4,5,5,4,5,4,7,5,2,5,2,5,2,7,1,2,6,3,7,1.08,3.83
25,2,7,6,6,6,7,7,7,7,2,7,1,1,7,1,6,5,7,7,1,7,1,7,1,7,1,1,7,1,7,1.67,6.0
18,1,7,6,5,4,5,6,6,6,1,6,2,2,6,2,7,4,5,6,2,6,2,6,1,6,2,2,7,4,7,1.81,4.17
19,2,5,4,6,6,6,5,3,3,4,6,2,3,5,2,5,2,6,6,2,6,2,6,2,7,1,1,6,1,4,1.17,4.33
39,2,7,5,5,3,6,7,5,5,3,7,3,5,7,1,5,5,6,6,4,5,2,6,2,6,2,1,6,1,5,1.19,3.67
32,1,5,5,5,6,7,7,7,6,1,7,1,1,7,5,5,4,7,3,1,6,1,6,1,5,2,1,5,1,6,2.03,4.0
26,1,6,7,7,7,7,7,7,7,1,7,1,1,7,6,7,7,7,6,2,7,1,7,1,6,1,1,6,1,5,1.21,5.0
64,1,6,5,6,6,6,4,4,4,2,6,1,1,6,2,5,4,4,5,3,5,4,5,3,5,4,1,3,2,4,5.57,1.67
29,1,5,5,6,6,6,6,5,5,3,7,3,2,6,5,4,5,5,5,2,4,1,5,1,5,1,1,6,1,5,1.19,3.83
32,2,6,5,6,6,6,6,6,4,2,7,1,2,7,1,2,6,5,4,1,4,1,4,1,3,1,1,2,1,4,1.3,2.5
31,1,7,7,7,7,7,7,7,7,1,7,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,1,7,1,4,1.56,5.5
24,1,6,5,5,5,6,7,5,5,2,7,2,2,6,1,2,3,3,6,2,5,1,5,2,6,1,1,5,2,5,1.63,3.83
27,2,5,4,6,6,7,7,5,5,3,6,6,5,4,1,6,4,5,4,1,4,1,4,1,3,1,1,4,1,4,1.12,2.83
32,1,5,5,6,5,7,7,6,5,3,7,4,2,6,5,5,3,6,5,3,4,1,4,2,5,1,1,4,6,4,2.03,2.0
43,2,6,5,5,6,6,7,5,4,4,6,2,1,6,4,1,5,2,6,2,7,2,6,1,6,2,1,6,1,6,1.84,4.67
22,1,7,7,7,7,7,7,7,7,1,7,1,1,7,1,7,6,7,7,1,7,1,7,1,7,1,1,7,1,7,1.81,6.0
42,2,7,5,7,6,6,6,5,5,2,7,2,3,7,2,5,5,6,6,2,6,2,6,2,6,1,1,6,1,7,1.98,4.67
22,2,6,5,5,4,5,7,5,5,2,7,1,1,7,3,5,7,7,6,1,6,1,7,1,7,3,1,7,1,1,1.49,4.33
30,1,6,5,6,5,3,3,5,4,5,6,1,1,7,4,5,3,5,2,6,4,6,2,7,4,5,6,3,2,3,2.03,-2.33
25,2,6,5,7,7,7,7,5,5,1,7,5,5,6,2,5,5,6,6,2,5,2,7,1,6,1,1,5,2,6,1.28,4.33
27,2,7,7,7,4,7,7,7,7,1,7,2,2,7,1,7,6,7,7,1,7,1,7,1,7,2,1,7,1,7,1.4,5.83
34,2,6,6,6,6,6,6,5,5,2,7,5,5,6,5,6,6,6,4,2,4,1,5,1,5,1,1,5,1,4,1.62,3.33
30,3,4,6,6,3,3,2,5,5,3,7,5,1,4,4,6,2,5,3,1,2,1,3,1,2,1,1,1,1,3,1.19,1.33
24,2,7,6,6,6,7,7,5,5,4,6,2,1,6,3,5,2,5,6,2,5,1,5,1,6,1,1,4,2,6,1.67,4.0
30,1,5,3,4,2,4,7,2,2,5,5,5,6,6,5,4,6,4,4,2,3,1,4,2,4,1,1,1,1,4,1.63,2.0
45,2,4,5,4,4,3,4,4,5,6,5,4,4,4,4,4,4,4,4,2,2,2,4,2,5,1,4,3,1,3,1.43,1.5
34,2,6,5,5,5,5,5,5,5,3,6,3,5,6,1,1,1,1,5,2,5,2,5,2,5,2,2,5,2,5,1.53,3.0
39,4,7,5,5,7,5,7,7,6,1,7,2,1,7,3,5,5,6,6,2,4,3,6,1,5,3,5,3,5,4,2.07,1.5
27,2,5,3,4,5,5,4,4,3,5,5,5,4,4,2,4,4,5,5,2,5,2,5,2,5,2,2,5,2,5,1.11,3.0
40,2,7,7,7,7,7,7,7,7,7,7,1,1,7,2,7,6,7,7,7,7,1,6,1,6,1,1,6,2,6,1.98,4.17
23,2,7,6,6,5,4,6,5,5,3,7,1,3,6,2,7,7,7,7,3,7,3,7,3,7,4,5,7,4,7,1.01,3.33
27,1,5,6,6,7,5,6,5,5,2,6,2,2,6,3,5,3,5,5,1,6,1,6,1,6,1,1,4,1,7,1.96,4.67
35,2,5,5,6,7,7,7,7,7,1,7,1,1,7,4,4,5,4,5,1,5,1,5,1,5,1,1,5,1,5,1.59,4.0
37,1,5,5,6,6,6,6,5,4,4,6,4,3,6,3,5,4,5,5,3,5,2,5,2,5,2,1,5,3,5,2.03,2.83
18,2,6,5,7,5,6,6,5,4,4,5,5,3,4,1,5,4,4,6,2,6,1,7,1,5,4,1,5,3,6,1.52,3.83
24,2,7,5,6,6,6,6,5,5,2,7,1,2,7,3,5,5,2,7,1,6,1,7,1,6,1,1,6,4,6,1.67,4.83
46,2,6,6,6,6,5,7,6,6,2,7,1,1,6,2,5,2,5,6,2,6,2,6,2,6,2,2,6,2,6,1.85,4.0
23,2,6,4,6,6,6,6,3,5,6,6,1,1,6,1,1,1,5,6,2,5,2,7,1,5,2,1,5,1,7,1.09,4.33
34,1,1,5,5,6,7,7,7,7,1,7,1,1,7,2,4,5,5,5,1,6,1,7,4,7,1,1,7,1,7,2.03,5.0
29,2,6,5,6,7,6,7,6,5,1,7,3,2,5,6,1,5,2,6,4,6,5,4,3,5,2,2,4,3,6,1.67,2.0
42,1,5,5,5,2,3,6,3,3,7,6,5,5,6,5,6,5,7,5,5,5,5,5,5,5,5,5,5,5,5,2.46,0.0
22,1,5,4,5,6,5,6,5,5,3,7,4,3,6,5,5,5,4,6,3,5,2,5,2,5,2,1,5,2,6,1.43,3.33
53,1,6,6,6,6,6,6,5,5,2,6,1,1,6,4,6,5,5,7,1,7,1,7,1,7,1,7,7,2,7,2.89,4.83
22,1,3,5,4,3,6,4,5,5,3,4,3,3,5,6,6,6,3,4,4,2,4,4,6,5,5,5,4,2,2,1.82,-0.83
18,2,6,5,6,6,5,6,5,6,2,7,2,1,6,5,6,4,6,6,3,6,2,7,1,7,1,1,7,1,6,1.67,5.0
31,1,7,5,4,5,5,3,4,4,4,6,5,5,4,5,7,5,7,3,1,3,1,4,1,4,1,1,4,1,4,1.85,2.67
23,2,3,3,4,3,4,4,4,3,4,4,5,5,5,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1.13,0.0
30,2,3,3,4,4,4,4,3,2,5,5,5,3,5,4,2,5,3,3,5,2,5,2,5,2,5,4,2,5,2,1.43,-2.67
30,1,6,3,4,4,5,6,4,4,3,7,1,1,7,6,5,5,5,4,1,4,1,4,1,4,1,1,4,1,4,1.85,3.0
22,2,7,5,7,7,7,7,5,5,3,7,1,1,7,2,1,5,5,7,1,6,1,6,1,7,1,1,6,1,7,1.81,5.5
34,1,4,1,4,4,4,4,7,7,7,6,3,5,4,2,5,2,5,4,1,4,1,6,1,4,1,1,1,1,6,1.11,3.17
32,1,6,6,7,6,7,7,6,6,2,7,2,1,7,3,2,4,5,5,1,6,1,6,1,7,1,1,6,1,6,1.31,5.0
56,2,6,5,6,5,6,7,5,5,3,7,3,3,6,6,6,6,7,6,2,6,1,6,1,5,1,1,4,2,6,1.99,4.17
27,1,7,6,6,6,7,7,7,7,1,7,3,5,6,1,5,5,5,6,1,7,1,6,1,7,1,1,6,1,7,3.11,5.5
22,1,7,6,7,7,6,5,5,5,3,7,2,3,7,4,6,5,7,4,5,4,6,4,7,3,7,6,3,5,2,1.44,-2.67
38,2,3,6,5,5,3,6,5,5,3,6,5,4,6,5,3,6,5,5,2,6,2,5,3,6,1,1,6,2,6,1.17,3.83
28,2,3,4,3,4,4,5,4,2,4,6,3,2,6,2,2,2,4,2,6,3,7,2,6,3,6,5,2,4,1,1.45,-3.5
19,1,7,7,6,6,6,6,7,6,1,6,2,2,6,4,6,4,6,7,2,7,2,7,2,7,2,7,7,3,7,1.81,4.0
21,1,7,6,6,7,7,7,5,5,2,7,1,1,7,1,4,7,4,7,1,7,1,7,1,7,1,1,7,1,7,1.13,6.0
19,2,6,2,2,3,6,7,6,6,1,3,6,7,5,2,7,7,5,4,4,4,3,7,5,2,3,1,1,2,4,1.28,0.67
19,1,7,6,7,7,7,7,5,6,2,7,2,2,7,4,6,6,7,7,1,6,1,6,1,7,3,1,6,1,7,1.91,5.17
23,1,6,3,3,5,7,7,5,5,4,7,3,2,6,2,3,3,5,5,2,6,2,6,3,6,1,1,5,1,4,1.81,3.67
18,1,6,5,6,6,6,7,5,5,3,7,4,2,6,2,3,5,4,5,1,5,1,6,1,5,1,1,5,1,6,1.19,4.33
37,1,4,4,5,6,6,6,5,5,4,6,3,2,6,2,6,6,6,3,2,5,2,4,2,5,2,2,4,2,4,2.29,2.17
31,1,5,4,5,5,6,3,6,6,3,6,4,3,6,1,5,5,7,7,1,2,2,4,2,7,2,2,6,2,4,1.36,3.17
